year,sex,name,frequency,proportion
2023,F,Kensington,5,2.8418940655568122e-05
2023,F,Yi,5,2.8418940655568122e-05
2023,F,Kit,5,2.8418940655568122e-05
2023,F,Meklit,5,2.8418940655568122e-05
2023,F,Maimouna,5,2.8418940655568122e-05
2023,F,Kimia,5,2.8418940655568122e-05
2023,F,Nieve,5,2.8418940655568122e-05
2023,F,Rudy,5,2.8418940655568122e-05
2023,F,Huxley,5,2.8418940655568122e-05
2023,F,Bodhi,5,2.8418940655568122e-05
2023,F,Maelya,5,2.8418940655568122e-05
2023,F,Adel,5,2.8418940655568122e-05
2023,F,Koraly,5,2.8418940655568122e-05
2023,F,Raphaella,5,2.8418940655568122e-05
2023,F,Yasma,5,2.8418940655568122e-05
2023,F,Ayleen,5,2.8418940655568122e-05
2023,F,Allana,5,2.8418940655568122e-05
2023,F,Avigail,5,2.8418940655568122e-05
2023,F,Richelle,5,2.8418940655568122e-05
2023,F,Nisha,5,2.8418940655568122e-05
2023,F,Aleesha,5,2.8418940655568122e-05
2023,F,Alyse,5,2.8418940655568122e-05
2023,F,Pheonix,5,2.8418940655568122e-05
2023,F,Varnika,5,2.8418940655568122e-05
2023,F,Zunairah,5,2.8418940655568122e-05
2023,F,Ezzah,5,2.8418940655568122e-05
2023,F,Kenzi,5,2.8418940655568122e-05
2023,F,Maranatha,5,2.8418940655568122e-05
2023,F,Naina,5,2.8418940655568122e-05
2023,F,Silver,5,2.8418940655568122e-05
2023,F,Aaila,5,2.8418940655568122e-05
2023,F,Anora,5,2.8418940655568122e-05
2023,F,Neeva,5,2.8418940655568122e-05
2023,F,Renae,5,2.8418940655568122e-05
2023,F,Kourtney,5,2.8418940655568122e-05
2023,F,Jood,5,2.8418940655568122e-05
2023,F,Parisha,5,2.8418940655568122e-05
2023,F,Dasha,5,2.8418940655568122e-05
2023,F,Aiyanna,5,2.8418940655568122e-05
2023,F,Kismet,5,2.8418940655568122e-05
2023,F,Emeline,5,2.8418940655568122e-05
